Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-19 00:00:00-04:00,2.48198950662147,2.582757789974329,2.3817163793544145,2.4904277324676514,893181924,0.0,0.0
2004-08-20 00:00:00-04:00,2.5070569447332045,2.7073534634239085,2.494398543747014,2.688241481781006,456686856,0.0,0.0
2004-08-23 00:00:00-04:00,2.7488032447043778,2.816561117492243,2.706609044455478,2.7152960300445557,365122512,0.0,0.0
2004-08-24 00:00:00-04:00,2.760964436288738,2.769899708769402,2.570595863258309,2.602861166000366,304946748,0.0,0.0
2004-08-25 00:00:00-04:00,2.605095820723387,2.680548236350195,2.5782904755091205,2.630908489227295,183772044,0.0,0.0
2004-08-26 00:00:00-04:00,2.6048469041427613,2.6793066453523533,2.5976494066105036,2.678313732147217,141897960,0.0,0.0
2004-08-27 00:00:00-04:00,2.6830294568978057,2.6959359082525496,2.6232139511028705,2.6346304416656494,124235640,0.0,0.0
2004-08-30 00:00:00-04:00,2.6130384210980324,2.6182503290040766,2.531877279281616,2.531877279281616,103935960,0.0,0.0
2004-08-31 00:00:00-04:00,2.5390747148951314,2.5740704729604866,2.5356003461739887,2.5408122539520264,98357544,0.0,0.0
2004-09-01 00:00:00-04:00,2.549002411056613,2.5557040427258784,2.47379804878294,2.488193988800049,182765052,0.0,0.0
2004-09-02 00:00:00-04:00,2.461884766169496,2.5408122653657093,2.4556799451219002,2.5194668769836426,302373324,0.0,0.0
2004-09-03 00:00:00-04:00,2.5055678473926197,2.525175697497296,2.4651111829239207,2.4822375774383545,103048848,0.0,0.0
2004-09-07 00:00:00-04:00,2.5070572901165935,2.5316292332775507,2.4723095820919467,2.5212044715881348,116950932,0.0,0.0
2004-09-08 00:00:00-04:00,2.500355771371838,2.5571930237414633,2.494399000885352,2.5390748977661133,99712188,0.0,0.0
2004-09-09 00:00:00-04:00,2.5447832805190433,2.549250325748256,2.5068092579472094,2.5393223762512207,81234684,0.0,0.0
2004-09-10 00:00:00-04:00,2.5217009350306685,2.644807502499695,2.514254441244164,2.614278793334961,173977848,0.0,0.0
2004-09-13 00:00:00-04:00,2.64654387881569,2.6907238984778896,2.6423248850949244,2.668137550354004,156882960,0.0,0.0
2004-09-14 00:00:00-04:00,2.6668970695115513,2.7798276382549147,2.650515303228619,2.767169237136841,216579204,0.0,0.0
2004-09-15 00:00:00-04:00,2.7440872139282906,2.835176301050256,2.7351519408843443,2.779827833175659,214261524,0.0,0.0
2004-09-16 00:00:00-04:00,2.788266054021812,2.8741432333892774,2.7711406066819015,2.8287227153778076,185326488,0.0,0.0
2004-09-17 00:00:00-04:00,2.839891070762097,2.916088342666626,2.818298580516779,2.916088342666626,189450360,0.0,0.0
2004-09-20 00:00:00-04:00,2.9026862551684216,3.018098283080329,2.8982182641109273,2.9625020027160645,212575212,0.0,0.0
2004-09-21 00:00:00-04:00,2.9736709669300865,2.9888117711129074,2.916585665987041,2.924776077270508,144575280,0.0,0.0
2004-09-22 00:00:00-04:00,2.913855116830282,2.9701964994573067,2.8992111244658285,2.938178062438965,151624224,0.0,0.0
2004-09-23 00:00:00-04:00,2.9495953639167167,3.0436629448812833,2.9044226648023552,2.998739242553711,170713116,0.0,0.0
2004-09-24 00:00:00-04:00,3.001717553087702,3.0801484680446922,2.972429808097537,2.9741673469543457,182469348,0.0,0.0
2004-09-27 00:00:00-04:00,2.96746598842566,3.000228104751318,2.9237830090153087,2.935199737548828,141322536,0.0,0.0
2004-09-28 00:00:00-04:00,3.0106529820750247,3.162053679436586,2.9835986399367505,3.148651361465454,338581080,0.0,0.0
2004-09-29 00:00:00-04:00,3.144680387460804,3.3511817499342675,3.1330148982809423,3.2533910274505615,610329060,0.0,0.0
2004-09-30 00:00:00-04:00,3.224103655577595,3.2836713501417303,3.2017653563037083,3.2166571617126465,275160564,0.0,0.0
2004-10-01 00:00:00-04:00,3.2464417221035373,3.3318221030666653,3.1992843673607476,3.290621519088745,302497200,0.0,0.0
2004-10-04 00:00:00-04:00,3.3568905629532155,3.3970982300151675,3.3266099004310274,3.3521745204925537,260455284,0.0,0.0
2004-10-05 00:00:00-04:00,3.3422463186193965,3.4382994975020753,3.2821818094266026,3.434328317642212,299464236,0.0,0.0
2004-10-06 00:00:00-04:00,3.4139756196976743,3.436313920304534,3.375504548640471,3.4023098945617676,267628104,0.0,0.0
2004-10-07 00:00:00-04:00,3.398338700517289,3.4718064737474648,3.38915561311785,3.446241855621338,282301416,0.0,0.0
2004-10-08 00:00:00-04:00,3.4430149160767347,3.466841997466542,3.400821658160129,3.4184439182281494,221390388,0.0,0.0
2004-10-11 00:00:00-04:00,3.40032432644606,3.4464899430608593,3.322142638462379,3.3571383953094482,209442348,0.0,0.0
2004-10-12 00:00:00-04:00,3.3367857366015765,3.415465661474408,3.3109730650189566,3.410252571105957,233310456,0.0,0.0
2004-10-13 00:00:00-04:00,3.557186311136177,3.5628940832656713,3.4767700492149674,3.497121810913086,395324280,0.0,0.0
2004-10-14 00:00:00-04:00,3.4998526127241836,3.533855454342979,3.4390432442844316,3.5244245529174805,208842948,0.0,0.0
2004-10-15 00:00:00-04:00,3.5971466172905338,3.6112935609935515,3.523182743658049,3.576793670654297,263895840,0.0,0.0
2004-10-18 00:00:00-04:00,3.5542082895821743,3.703127285875368,3.5048163597966746,3.702134609222412,280726992,0.0,0.0
2004-10-19 00:00:00-04:00,3.7353931355247827,3.7825511920769976,3.657210265785884,3.671854257583618,362197440,0.0,0.0
2004-10-20 00:00:00-04:00,3.6740874126474155,3.6979144902582135,3.4648558578195696,3.4869461059570312,454453092,0.0,0.0
2004-10-21 00:00:00-04:00,3.583992430234043,3.7262098067012226,3.514992648016622,3.707594871520996,582996420,0.0,0.0
2004-10-22 00:00:00-04:00,4.232784775611114,4.471800473621135,4.072447827092949,4.279694080352783,1474200324,0.0,0.0
2004-10-25 00:00:00-04:00,4.378227827891795,4.825731123974666,4.282671698858712,4.651247501373291,1309257432,0.0,0.0
2004-10-26 00:00:00-04:00,4.624937956129067,4.781303216594,4.4675804918954265,4.512256145477295,891391716,0.0,0.0
2004-10-27 00:00:00-04:00,4.535090519322311,4.703865419788941,4.511511255643835,4.6157546043396,533725740,0.0,0.0
2004-10-28 00:00:00-04:00,4.633376579861511,4.824738055662463,4.606571473265817,4.7976837158203125,593278128,0.0,0.0
2004-10-29 00:00:00-04:00,4.936427510159714,4.962736989580938,4.730671027221918,4.731663703918457,845653500,0.0,0.0
2004-11-01 00:00:00-05:00,4.803890646566752,4.906148660447637,4.747301443905864,4.865443706512451,488507004,0.0,0.0
2004-11-02 00:00:00-05:00,4.933697192400952,4.945362917943467,4.798677071959173,4.8366522789001465,453398148,0.0,0.0
2004-11-03 00:00:00-05:00,4.91880532766311,5.003689835566469,4.734394447182695,4.757228851318359,554992452,0.0,0.0
2004-11-04 00:00:00-05:00,4.677060147482808,4.725706983696114,4.550726305338438,4.584233283996582,575807616,0.0,0.0
2004-11-05 00:00:00-05:00,4.516722932720103,4.524665292116014,4.183392125497039,4.203248023986816,792530676,0.0,0.0
